,MedHouseVal
30571,1.507
16455,3.5
3635,1.042
36799,1.141
30405,1.256
345,1.806
14246,1.073
22924,0.574
28816,1.271
28539,1.936
10416,1.696
13440,2.868
11062,2.064
11287,0.759
29951,1.106
7062,3.738
7981,2.167
23574,1.298
27111,1.625
9142,3.266
1382,3.94
644,5.00001
4030,0.704
35045,2.69
16968,2.313
30407,3.431
608,3.294
12111,1.352
31670,5.00001
3369,0.542
34460,1.867
26627,2.306
9503,0.912
34118,2.211
21925,1.804
11754,1.621
9625,1.537
30046,1.875
4526,2.958
33141,1.683
14019,1.825
23497,2.125
15968,1.813
26078,2.586
33422,2.184
12008,1.43
33214,3.762
7867,1.927
17667,2.224
27549,1.608
27059,1.785
8575,1.304
1100,1.919
16768,4.5
32495,2.232
36612,0.723
24399,2.714
6900,1.202
34538,1.0
520,1.491
9552,3.527
32133,2.725
9106,1.768
2412,1.728
31411,4.385
10718,1.284
15523,1.311
4060,1.784
14463,2.75
23843,3.145
5194,0.786
14939,2.618
6387,2.183
19882,1.418
15116,0.895
17839,2.705
29058,1.19
7016,0.585
34417,2.535
11117,5.00001
3438,0.557
21699,0.878
25540,0.907
23279,1.708
7894,1.702
12288,1.714
10916,1.45
9109,1.489
21083,0.74
13345,3.737
24599,0.949
29764,2.029
25619,1.069
14238,1.917
5184,1.325
26388,1.032
18344,1.476
17079,0.885
31284,0.439
6025,1.845
3458,0.413
28576,1.914
11559,2.766
14799,1.397
30991,0.943
66,2.232
22847,2.422
24597,1.82
5648,1.292
34074,1.422
16805,2.651
18755,1.555
4793,0.905
18038,2.079
5529,0.552
245,1.083
5919,1.0
19277,0.508
31086,2.158
32458,2.955
12586,2.161
33648,1.55
6421,1.969
3867,2.242
9465,3.697
34336,2.746
11833,1.618
14339,1.6
30279,1.716
22796,1.027
19663,2.003
37115,2.094
6155,1.592
6139,2.573
35000,1.756
16514,3.136
15316,1.432
18275,1.45
9907,1.516
30526,2.059
17561,1.214
3333,0.675
3092,1.625
5591,2.75
7276,0.917
31766,1.438
21012,2.432
15541,0.968
13632,1.292
19310,4.24
35037,1.639
2347,2.348
10256,1.674
9389,2.75
21622,1.198
8299,1.386
15944,1.567
2104,3.462
17532,2.689
1825,0.675
21629,1.512
34027,2.841
12432,3.833
5082,0.689
2039,1.437
17659,2.108
28377,1.33
6736,1.234
9842,1.307
21711,0.983
15932,1.713
10385,3.125
7410,1.641
16076,5.00001
29427,0.718
34157,1.875
28774,2.413
18828,0.905
35026,0.96
24151,1.883
406,2.551
26537,1.32
2725,1.25
9717,1.099
29610,1.478
1328,1.406
12354,0.973
35622,1.861
4037,1.563
15976,1.578
25649,0.67
20159,4.5
27131,1.478
30789,4.401
21710,5.00001
8883,1.639
27486,2.922
19490,1.312
8977,2.171
4338,0.991
20342,1.447
5596,1.425
3977,2.5
21575,2.512
12471,1.158
11588,5.00001
21435,2.732
11070,2.904
7666,4.572
17517,4.75
17136,1.603
19535,3.622
6152,0.959
5170,0.924
4528,1.467
33672,5.00001
1790,2.452
32613,0.955
339,0.795
839,1.394
32131,1.605
33972,4.65
27454,0.889
15946,1.831
22880,1.568
29033,1.013
12251,5.00001
1313,1.586
34078,1.417
16689,2.595
32632,1.201
4066,0.992
18370,0.808
34226,1.696
25075,2.046
10934,1.851
4393,1.784
14919,0.75
33784,2.956
16103,3.405
30978,3.375
7047,1.51
2496,0.955
10961,1.667
36137,1.952
3271,1.85
36932,1.767
17770,0.546
27306,2.063
2755,2.197
19369,3.25
33702,2.312
13439,1.083
7647,2.427
29261,3.5
10892,1.979
9301,5.00001
27580,3.488
33279,2.376
4454,1.394
3135,1.789
18680,2.91
27586,2.913
7071,1.625
35468,2.25
3517,1.607
8015,1.426
20018,1.367
9318,0.953
34832,0.969
26126,3.477
26277,0.689
3675,1.058
26594,2.645
9191,1.698
16168,0.413
6751,1.375
1007,1.082
31444,0.854
30266,2.639
28034,1.391
15551,1.626
13929,1.325
8827,1.792
34804,5.00001
11970,1.736
24023,0.668
34978,1.178
34391,2.464
32736,1.857
23062,2.9
17599,2.54
27785,1.335
34384,1.875
13269,1.386
31340,2.667
13545,0.685
14812,0.628
22209,2.028
17221,2.14
32141,0.946
7489,3.645
9022,3.5
596,0.987
2078,1.658
10832,2.906
9326,1.712
13887,0.821
958,1.75
2200,3.321
6415,1.833
12793,2.66
34904,2.524
18199,2.47
7794,5.00001
27358,5.00001
22938,1.694
10895,1.04
14915,2.0
23489,0.723
2967,3.611
29873,2.277
15272,1.505
35092,1.683
12565,2.854
31071,0.816
35377,1.224
21004,3.45
21641,1.601
18690,0.898
22356,1.979
14611,2.573
17427,2.146
34047,1.167
26994,2.029
3408,1.507
3483,1.172
16223,0.679
29422,0.861
30806,2.372
22560,2.063
27537,2.289
1567,1.569
3814,2.282
31976,0.918
25803,1.625
31022,2.293
31499,3.088
35208,0.995
14428,0.95
16630,1.143
2422,4.098
11767,2.078
22731,1.468
30047,0.505
29803,3.422
34089,0.425
13772,2.25
6311,2.871
24342,1.743
31464,1.779
34146,0.915
25693,1.02
31872,1.188
5466,2.243
33475,0.673
27330,3.136
27444,2.402
1645,1.582
27458,0.919
2474,1.837
9855,2.239
7065,0.876
8253,2.559
16830,3.442
29957,0.8
26149,1.896
1671,2.262
24749,1.11
27880,1.839
36712,1.773
27373,2.286
11433,2.849
15627,3.716
31493,0.87
8573,1.0
21824,1.745
29696,0.909
9881,4.104
13160,0.675
6400,5.00001
10840,5.00001
20667,1.0
31401,1.259
14296,1.159
34679,3.382
3561,3.742
28803,2.346
18573,4.043
16167,0.875
23587,1.703
16288,2.318
17003,4.523
688,1.893
7174,2.307
23045,2.832
35520,3.78
23769,1.727
30568,1.711
30197,1.643
3945,1.951
33205,2.181
33127,1.75
27443,2.241
28335,1.14
28025,2.002
9375,1.118
32798,0.602
9957,1.315
4485,2.966
10695,2.976
18919,2.393
23095,1.974
6781,3.392
4894,0.786
21350,0.606
12652,5.00001
33819,2.125
16596,2.479
35195,2.547
20703,3.227
12665,1.402
5468,3.5
3818,0.844
33829,4.521
34282,1.719
28953,1.88
12506,3.426
8334,2.676
3677,1.625
17645,2.084
11865,5.00001
36569,1.586
20236,1.241
1766,3.483
10763,2.239
31650,3.448
24534,2.812
15550,0.56
31914,3.375
18532,5.00001
36929,1.41
29652,1.508
8126,0.394
24765,0.827
14344,1.114
12690,0.967
10538,0.993
24232,0.75
9739,3.312
21829,1.581
20201,2.686
23377,4.167
31967,2.509
22573,1.611
4933,1.053
33831,1.388
36973,5.00001
29906,1.463
36157,0.868
482,5.00001
26675,0.928
16355,1.097
9337,1.815
14780,1.41
3860,1.866
18721,1.741
7393,2.38
1064,4.361
25335,1.114
3891,1.546
25230,1.824
14569,4.875
5197,1.138
22982,0.656
10091,2.028
3683,1.431
23384,2.145
14990,1.554
1949,0.456
24085,1.392
4701,3.3
2869,2.536
22623,1.702
272,1.461
5722,1.563
24220,0.675
10579,2.537
6727,2.597
24538,3.119
30068,2.3
21934,2.865
10411,4.24
5018,2.614
4721,0.965
9133,1.458
24882,2.584
27387,1.729
28242,1.078
14069,1.651
13602,2.819
8187,2.658
19434,0.963
4481,2.413
24853,2.448
1911,2.336
33866,0.93
5859,3.553
23378,1.361
506,1.576
33669,2.531
29214,1.689
14335,1.678
31039,1.713
33749,1.339
29011,2.241
10027,3.422
2918,2.121
30136,0.973
26606,0.83
14636,1.783
19220,3.527
29900,1.686
25286,3.123
36788,3.451
6327,1.782
1483,0.814
15273,1.106
30479,0.917
17104,2.375
27734,1.944
3210,1.469
27949,3.941
1721,1.587
6189,1.893
12174,2.955
23391,0.692
20338,2.514
21748,1.653
16742,3.337
1516,2.098
19052,0.947
31197,3.142
8077,1.555
30007,4.955
19924,1.091
14548,1.259
28309,0.7
11434,3.871
26326,1.247
17334,1.531
13748,2.306
932,2.216
7948,1.355
25536,2.476
8060,0.792
26454,1.929
35655,3.588
11904,2.416
23006,4.9
16811,2.23
25862,2.611
36863,2.362
16322,3.206
23928,2.671
20897,1.049
34754,1.005
32849,3.75
29455,0.699
37131,2.063
31064,4.767
23949,4.063
16566,1.688
30152,2.224
34128,0.811
19157,5.00001
35020,3.676
31056,1.918
13080,2.3
6655,0.79
5238,2.547
1193,2.575
36276,2.309
5295,1.774
17503,1.657
32754,1.434
14364,3.551
4929,1.036
31932,0.888
13236,2.414
25029,1.874
27115,1.979
2396,1.44
15645,2.129
12720,2.75
711,3.591
15866,1.905
3776,1.45
7421,0.923
16379,0.972
18741,1.051
2507,5.00001
30762,3.342
20043,2.451
14109,0.959
4256,1.815
21047,1.406
27673,1.142
25435,2.394
346,0.743
27283,4.456
26710,0.804
14215,1.955
15971,1.403
9961,3.375
24823,1.337
7514,5.00001
31169,1.611
13059,2.817
28695,1.085
36621,1.778
18358,1.645
26357,1.792
25099,2.089
35422,3.575
31648,1.281
24580,1.938
5882,1.253
17123,1.543
30171,2.487
23380,3.864
13607,1.413
15553,0.621
35125,0.676
35868,1.073
31602,1.142
32986,3.208
18197,2.781
34343,2.692
31158,2.451
36446,1.002
33095,1.875
31111,1.048
4858,1.909
8412,1.844
6039,1.356
25034,1.074
27160,4.864
28810,2.714
18601,1.694
22153,1.136
23734,2.777
13962,1.363
20982,1.5
32040,0.749
29704,1.528
10712,2.25
33989,2.032
18027,1.688
8144,5.00001
24540,1.928
5740,3.155
26948,1.646
14468,2.865
22808,0.574
16647,5.00001
31848,1.599
15099,1.644
33352,0.831
13873,0.85
10603,0.855
6231,1.904
7686,2.205
19062,0.978
29750,3.435
35772,2.159
16604,0.922
2565,1.984
6487,1.332
34758,1.81
11952,0.568
24972,1.406
7261,3.75
11825,0.908
17132,1.694
2278,1.946
20838,1.953
7320,0.788
379,3.925
7500,2.691
34847,2.2
30459,3.222
31236,5.00001
7081,1.32
6225,1.478
6523,2.573
36044,0.957
33250,1.348
8606,1.519
4653,2.598
32867,1.615
4568,3.24
1835,3.212
15325,4.531
12083,3.176
26487,0.634
15713,5.00001
15270,3.239
13769,2.063
6734,2.477
3171,1.603
1694,3.327
27693,4.328
34276,4.301
8812,1.717
20544,2.653
16639,0.944
19875,2.582
32378,2.713
32289,3.298
6633,3.607
10008,3.169
30087,2.01
26834,1.419
30939,5.00001
25579,4.098
2686,1.375
1428,5.00001
22450,1.185
12915,1.981
17476,1.125
1097,0.632
35984,0.839
25785,0.685
6930,2.956
12585,3.058
17722,3.927
32848,1.797
1574,3.05
13679,2.528
32383,1.444
14031,1.664
25881,2.161
17642,2.053
1287,1.953
21757,1.528
5600,2.174
27389,1.336
30785,1.184
11782,2.238
32564,1.292
9584,1.35
14347,0.771
19144,2.559
16315,1.745
13339,2.167
22354,1.548
35429,1.976
33998,0.927
26872,3.396
5094,1.357
6762,5.00001
35370,3.412
6078,3.083
25053,0.942
24623,2.567
4193,0.75
35573,1.823
15434,5.00001
25302,0.892
29556,5.00001
22050,1.831
9700,3.865
36465,0.845
16888,1.625
27204,4.743
27337,0.542
16385,1.469
24879,1.86
1822,2.276
36628,3.8
12176,1.265
19337,2.0
7523,1.415
8814,1.678
1171,1.568
29249,2.875
17939,1.0
16397,5.00001
3274,0.694
23169,2.959
21003,1.528
10491,3.964
12175,2.825
18622,2.067
34942,2.75
10315,0.55
31709,1.849
16983,0.682
7454,1.713
7068,3.8
15352,1.982
15619,0.928
26903,1.475
7455,2.628
17379,2.568
11320,1.117
28341,2.448
36139,3.07
2359,0.556
530,2.686
9956,0.95
18218,3.639
4898,2.293
14659,1.95
20142,2.195
30084,3.276
35115,0.871
10228,1.977
29383,1.231
24479,0.864
1499,1.113
15064,4.585
27489,2.549
7821,2.212
23079,2.738
22041,1.856
19704,2.154
774,1.462
24471,0.455
35352,1.531
33758,0.659
9198,2.849
7910,1.474
3809,1.139
3038,2.059
32051,2.39
3328,1.275
28109,1.405
14497,0.813
2691,1.207
24464,4.375
20582,5.00001
19842,1.149
16214,1.055
7326,2.8
35446,1.995
30756,1.459
33207,2.23
24867,1.113
10458,3.51
14268,4.373
22673,2.048
23207,3.6
1168,4.922
11910,2.578
26434,3.5
10702,5.00001
24915,1.143
28788,2.063
24310,1.0
5896,1.173
24485,3.404
24872,2.409
35757,1.125
10420,2.865
10716,2.452
15807,0.815
15727,3.185
31618,2.206
10772,3.912
22577,1.173
5736,2.258
26982,4.459
9559,1.198
14573,2.107
26267,4.125
7329,1.443
2428,2.103
35425,1.917
10449,5.00001
34490,1.098
23211,3.75
18159,2.0
34458,1.0
9070,3.539
24068,1.039
33741,1.25
35274,1.426
1530,2.257
12101,3.5
27171,2.167
15596,1.083
15580,2.123
4695,1.008
11630,2.384
23382,0.683
33071,2.806
28307,1.844
34866,3.559
34307,0.546
13764,3.076
19552,1.05
30685,5.00001
6508,3.33
18775,1.938
29718,2.003
22548,1.278
10287,0.572
7937,2.839
30157,1.472
14695,3.083
17692,2.181
12310,2.672
15751,3.367
6105,1.727
2977,0.98
3834,2.394
22867,1.722
35595,0.966
13535,1.538
20417,2.091
13100,1.875
25406,3.45
13561,2.207
7368,5.00001
8270,1.441
34203,0.949
10684,2.055
15374,1.319
18025,3.656
17283,0.87
21677,2.755
11526,0.799
6457,1.03
27263,1.175
16767,1.285
5663,1.975
20009,1.069
21278,1.358
3810,4.359
24668,1.24
29082,1.247
3213,0.811
9447,1.902
27514,4.746
13057,3.527
20454,1.763
17456,0.955
8454,1.588
9451,5.00001
9505,2.263
29423,3.407
29263,1.834
26535,2.51
16836,3.294
25557,1.089
1414,0.863
22000,1.147
24631,3.319
35134,2.445
11739,1.984
7685,2.364
13370,1.625
32250,1.64
6437,0.996
2775,1.391
31261,1.518
10393,2.738
16634,5.00001
12494,2.464
33803,1.279
7295,3.625
26979,2.4
11654,2.359
12210,1.078
171,2.603
23172,1.011
34925,1.767
16239,1.302
26321,4.158
6965,1.792
36229,5.00001
24459,2.613
18857,2.702
25259,1.432
14299,1.711
10266,3.955
36109,0.875
29908,0.863
32532,2.667
25130,1.981
30930,1.852
10032,1.867
29949,0.875
18085,1.375
6606,1.421
35846,0.6
26489,1.485
11370,2.799
27516,2.559
20491,1.257
31771,1.168
23066,1.102
22746,1.76
36448,2.0
9824,4.2
29042,1.318
19024,1.395
30376,2.736
9926,1.426
5218,2.333
26897,4.563
12816,2.5
2924,1.829
24426,5.00001
15053,0.647
34291,5.00001
12486,4.0
22930,2.762
15844,1.163
21348,1.029
18716,1.267
589,0.779
30639,0.84
19746,2.095
29440,1.094
7163,0.758
27237,2.538
31322,1.375
13009,2.167
11582,1.782
22480,1.343
27138,1.197
26354,0.901
21311,1.123
2061,1.972
16572,1.431
35897,1.508
26870,1.464
29015,1.529
24905,0.704
15305,1.388
3884,0.947
728,5.00001
11246,1.767
18847,2.399
22766,0.726
23292,1.646
32299,0.904
10709,1.306
12865,1.589
23709,5.00001
35467,1.7
23136,0.525
6333,5.00001
35010,1.375
17790,0.414
28160,1.382
7372,1.299
5730,2.239
27809,3.162
33407,5.00001
10969,1.741
34387,2.646
16907,1.695
4703,0.967
15992,2.653
29129,5.00001
4783,1.498
21199,3.404
22177,1.112
32538,0.942
32679,1.97
16038,1.042
28630,3.189
32879,0.934
31317,3.808
23852,0.946
3803,1.856
22121,0.583
2980,2.293
24080,2.776
21681,1.169
8062,1.843
36295,5.00001
7103,1.859
22544,1.514
14370,3.218
21187,0.561
16694,0.66
29128,1.03
28032,0.682
5215,1.423
25340,1.617
24511,1.635
9467,2.199
27054,1.125
5703,1.496
9286,1.318
8190,1.583
35078,5.00001
10914,5.00001
30985,2.211
5407,2.798
36106,3.556
627,2.663
12747,1.087
11004,0.99
37087,3.517
34342,4.303
29787,0.884
18813,2.083
5997,1.981
3337,0.344
18026,1.763
33265,3.054
4175,5.00001
31145,2.354
14101,0.659
11737,1.844
3410,3.867
2939,2.869
26965,3.439
25615,1.458
20532,4.398
27996,0.586
35223,1.53
29048,0.864
6402,5.00001
20171,0.854
33585,1.758
18385,1.026
27181,1.641
25812,1.363
5694,0.723
11711,2.523
36986,2.434
12388,1.337
34555,0.768
4643,0.646
14442,1.875
7471,2.61
3405,1.921
22477,0.654
4808,2.0
17558,1.4
24920,3.867
20850,0.858
18649,0.685
7735,4.222
29702,1.146
4314,1.033
6953,3.929
12192,1.744
17461,1.538
676,1.257
24969,1.5
27277,2.938
4740,1.541
17825,2.823
6649,3.374
6212,3.039
3255,2.0
10636,1.16
18764,0.773
23460,2.625
5849,0.989
712,0.629
24488,0.931
13200,0.603
30282,2.438
17007,0.985
33811,2.0
21573,2.349
1332,1.96
11014,1.839
2311,2.441
19582,4.351
34372,2.407
26981,1.663
24748,1.429
18582,3.519
4794,1.851
2914,1.65
6835,1.099
30623,2.768
6944,1.194
16389,0.596
18823,0.991
21796,0.95
16358,2.677
35128,2.636
25257,1.0
9730,2.304
3082,1.105
3343,4.201
35003,5.00001
36436,4.01
26742,0.718
6686,1.627
33378,2.438
21898,1.011
17687,1.094
27910,0.714
20391,0.919
17744,2.145
4446,0.961
22223,1.58
28,0.96
12305,4.234
3252,2.313
10967,4.329
24056,2.794
49,1.063
24988,1.938
5634,2.155
10565,1.068
13657,1.008
30988,1.0
1358,1.375
8577,0.691
22586,1.591
36035,1.981
2919,2.242
60,3.381
20308,0.809
10683,3.699
19072,1.053
5937,2.173
18924,1.595
31492,2.583
26376,2.25
6847,1.107
17212,0.693
22684,1.343
12198,1.854
17743,2.348
1988,5.00001
9538,1.152
32520,3.674
24449,2.075
35924,1.905
6759,1.595
23582,1.583
26698,1.0
29047,3.326
5925,2.438
33067,2.214
30163,1.092
4910,1.784
16053,1.68
19961,1.875
32455,1.09
20964,0.53
34921,1.339
34127,2.273
28093,1.659
31491,1.554
1576,1.898
4530,5.00001
18296,1.366
21850,1.325
5541,1.46
8841,0.726
18547,1.674
5368,3.486
20887,2.45
2097,4.231
33086,1.441
2302,1.875
14436,0.924
10457,3.041
21312,5.00001
28814,2.75
29850,0.96
23530,1.66
35150,1.913
33565,2.693
32768,1.106
8801,3.846
18303,1.178
16226,1.297
7844,1.476
18420,0.923
36675,1.132
21964,0.924
16412,0.84
28470,2.185
27353,2.358
188,2.155
17792,0.728
10243,2.829
35993,3.946
13611,2.055
15301,0.723
10609,0.723
33024,0.55
14263,1.75
35365,2.781
18614,2.434
9806,2.636
18042,3.142
10876,0.804
16981,5.00001
15762,0.662
1484,2.374
28537,1.75
20021,2.14
26925,1.26
247,3.06
9543,2.619
24963,0.967
11082,1.865
29939,4.438
27347,1.264
18022,1.6
25820,5.00001
31861,5.00001
18473,1.287
30951,1.583
28662,3.619
25538,1.167
5879,0.898
17398,4.277
8043,1.462
13830,1.75
32892,0.544
2982,0.594
16540,0.708
27424,3.793
11769,0.844
16881,2.246
31028,1.809
22552,1.839
33139,1.542
30659,1.344
19935,2.447
796,1.573
10211,1.358
34452,3.435
37036,1.465
15612,2.625
26604,0.945
5386,0.658
14628,4.072
25279,4.5
32957,2.985
9693,1.167
927,1.413
34075,2.012
17084,4.09
1857,1.013
32758,5.00001
16626,1.33
23951,2.383
29784,1.508
12278,1.225
22775,1.313
30304,1.357
31510,2.269
5422,3.248
21196,1.668
24878,2.282
7102,0.689
6321,0.869
23842,3.599
35099,3.243
14113,2.092
5096,2.491
27449,1.342
29476,1.033
26453,0.35
9347,0.529
30795,2.436
33218,1.634
29100,1.928
14004,2.126
34548,2.198
26040,1.58
35581,0.785
27991,1.55
13689,2.029
20742,3.336
29668,1.0
4112,1.618
4385,0.606
21049,3.2
18983,1.558
13410,2.596
19883,3.861
36406,2.401
10564,2.528
25455,1.558
13350,1.057
1954,0.613
4863,2.711
17206,1.594
17349,1.789
9322,1.658
14925,4.5
2884,2.25
25828,2.5
23724,1.855
16886,0.972
20023,0.7
35910,5.00001
26463,1.667
5649,2.194
10723,2.308
3621,2.724
6979,2.546
3657,3.5
31178,2.056
29846,1.733
23238,3.868
1062,0.59
2295,3.781
21885,1.461
17999,1.646
6031,0.788
27104,3.625
5140,2.714
34677,1.0
19237,1.984
26393,1.375
9095,1.063
25397,0.735
34389,0.979
13599,2.027
8769,1.029
13541,1.109
13187,1.485
33945,1.053
8654,2.139
5424,1.313
27598,2.444
6518,1.75
7526,0.659
17749,2.0
11798,0.647
21023,2.472
13624,1.988
31993,1.584
25597,1.958
875,0.68
34516,1.033
20016,3.512
28713,1.375
14029,1.62
15744,1.708
29675,0.579
29867,0.721
17607,0.668
22587,2.52
2468,1.108
637,1.919
2502,0.696
26419,3.0
36026,0.541
14911,0.698
25176,2.289
33106,1.634
10745,3.36
10456,2.178
15988,1.167
13327,2.613
15092,1.42
5747,2.795
26942,1.478
5549,1.77
35376,1.678
1458,0.536
35090,3.308
33961,3.718
7150,2.827
28638,1.505
33238,5.00001
15403,4.912
9902,2.896
24816,1.185
27469,1.502
34753,1.748
28190,2.706
13625,2.6
22124,1.447
30694,1.188
32048,1.995
16163,0.985
14225,3.147
4872,3.75
10621,1.322
35477,0.906
17664,1.849
2255,1.376
36673,1.569
25823,4.0
26513,1.584
20636,2.432
3482,1.514
22431,2.724
24115,1.43
34794,0.814
5111,1.648
14375,4.01
14313,2.196
33769,1.094
21444,1.714
8110,1.946
33966,2.793
32774,1.46
18149,2.375
34767,0.906
16589,0.438
11000,2.361
4298,1.444
9822,1.065
25975,0.833
14833,2.644
12734,3.356
20622,0.598
3327,1.748
9918,2.616
32113,3.056
34564,2.15
35560,3.125
7394,5.00001
34292,1.063
8468,1.75
3828,1.188
15954,1.106
35776,0.862
5113,1.279
36009,0.84
32375,0.872
13914,1.569
18099,1.125
18311,0.839
32713,5.00001
5203,1.5
15279,3.5
4497,0.426
11380,1.173
30548,1.625
9992,2.715
20778,2.793
17884,0.832
30839,1.975
7311,2.852
35794,3.017
22643,2.212
29030,1.589
14272,0.864
2430,1.626
22536,2.344
6830,1.964
26879,3.717
30419,1.487
12940,2.25
15508,2.404
1762,2.799
10947,1.396
27308,1.542
8898,0.949
25745,1.393
20903,0.9
4961,3.401
8953,5.00001
1688,1.938
27545,2.631
16356,0.435
17818,2.392
21364,4.12
6555,1.265
3620,3.022
18476,2.317
2162,2.202
861,0.958
35337,0.709
9816,1.981
6237,0.927
7338,1.118
31563,3.286
33401,0.928
25379,1.333
1768,2.362
28772,3.553
20434,3.606
18111,3.047
26062,2.514
18789,5.00001
28422,2.391
17964,1.75
5948,5.00001
29238,1.031
27035,1.643
20939,1.875
27917,5.00001
6823,0.842
27791,0.542
33039,3.326
16856,1.654
16459,0.571
18324,2.074
22602,1.381
20923,0.575
29735,2.273
1374,0.681
11089,0.777
8982,2.145
12811,1.943
6356,2.47
20158,1.405
33240,1.125
23359,4.857
2129,1.219
31259,2.871
17782,3.643
27397,0.804
18794,1.101
35363,1.25
32465,1.391
33257,1.873
21747,2.419
23624,2.286
35858,3.404
948,4.391
11964,1.896
4362,1.433
15025,5.00001
13924,2.083
31095,3.235
19994,0.899
20916,1.738
22886,2.841
33497,2.929
15842,2.062
10505,0.922
27582,4.375
18687,1.401
22778,3.561
7958,2.028
1228,1.619
4019,0.55
33778,2.5
25442,2.671
35744,1.083
7121,1.615
31721,2.765
1260,1.584
26243,1.245
21410,2.25
32356,0.771
8102,2.079
14402,2.427
16923,2.349
29464,3.0
35114,0.962
15037,1.834
22781,1.478
2499,5.00001
6954,1.562
18708,1.777
1648,1.733
568,1.265
4912,1.869
29851,0.441
26574,5.00001
20557,1.293
16081,0.697
14157,2.335
36432,1.344
25473,4.112
1548,2.289
17573,0.3
32256,1.302
1644,2.051
23519,0.765
33091,2.325
5470,4.063
25413,1.139
21672,1.648
17367,2.277
24937,1.383
22396,1.474
34032,1.145
31600,1.281
5217,0.804
36215,2.015
26132,2.318
30940,2.722
36953,1.875
7395,1.41
1715,2.574
22158,0.723
737,0.707
23585,0.83
34098,2.908
14942,1.986
7169,4.112
3292,5.00001
12982,1.356
5950,2.914
974,1.382
4976,2.667
24831,2.221
11208,5.00001
4683,1.305
18993,3.0
14130,1.684
36616,1.563
22957,1.313
8099,3.72
17218,0.876
20396,2.58
20749,2.3
24375,1.938
17361,0.875
30849,2.885
13023,3.351
31815,2.718
7403,3.292
21097,1.875
32915,2.312
15081,3.356
35670,2.488
20041,3.333
32778,2.545
32414,1.185
8448,2.161
29418,2.534
21936,5.00001
26817,1.875
27165,4.831
18965,1.875
11003,3.159
26820,2.996
36175,1.46
17216,3.75
26298,2.481
3612,2.631
23830,1.563
26339,3.316
33516,2.724
10202,3.195
36117,1.617
15709,1.384
7913,3.178
24256,1.845
12488,1.548
9091,3.01
18062,2.922
29745,3.873
19570,2.627
7183,1.745
30308,1.648
6080,1.627
14664,1.568
22626,1.396
23957,1.403
8495,1.222
12726,0.861
1038,4.785
7237,1.382
26807,2.423
27684,2.563
18305,2.155
7039,2.5
63,1.553
21864,1.438
20690,2.594
286,1.667
17907,2.438
6599,0.819
30855,2.768
30061,0.987
26694,1.806
16982,0.825
8687,3.202
27821,1.357
9009,0.846
33659,3.54
8587,2.697
5527,3.668
8824,2.227
16991,1.125
32177,2.207
36982,3.407
30932,2.442
22989,1.618
14383,2.631
11580,0.896
2195,4.635
22221,1.689
11204,3.388
1907,2.799
13746,0.62
29290,1.919
16644,1.59
19674,1.082
18133,2.136
1865,0.944
14319,2.701
826,1.27
21027,1.524
2509,1.618
25434,2.208
16554,1.923
4203,1.326
3876,0.715
17185,1.997
599,1.726
31693,0.949
8929,3.5
15263,0.84
13305,1.745
29096,1.696
12221,0.546
10757,3.803
13013,0.694
23975,2.634
24147,0.854
22506,4.043
35736,1.961
4586,1.112
29116,1.909
4361,2.625
34117,4.838
1629,1.745
24708,2.263
26961,1.122
13480,0.977
3466,0.554
14949,2.935
36868,3.295
8059,1.514
30117,1.349
29036,2.5
13029,0.916
25411,3.4
12479,1.658
36144,1.137
16861,3.003
17888,0.865
29230,2.488
14117,2.542
19105,1.3
19159,2.143
13660,0.973
8527,2.896
8843,4.987
14255,1.804
21213,2.091
18211,2.358
20989,2.087
12348,1.125
31414,1.905
28124,3.195
14298,1.426
32450,2.308
6677,0.727
21434,5.00001
21764,1.704
6634,1.375
32559,1.375
10859,1.515
12702,1.609
21961,0.945
